timestamp,cpu,voltage,cpu_z,voltage_z,relation_signal,label,mdissid_similarity_score,mdissid_threshold,is_anomaly,mdissid_dim0_score,mdissid_dim1_score,anomaly_region_id
2025-10-16 04:00:00,32.89174,12.0,-184.76616421652216,1.174785691940914,-183.59137852458124,0,0.0,0.5,0,0.23786709,0.13358031,-1
2025-10-16 04:00:30,32.244585,12.0,-191.63358397783924,1.174785691940914,-190.45879828589833,0,0.0,0.5,0,0.25287598,0.14726417,-1
2025-10-16 04:01:00,36.319611,12.0,-148.39059878838543,1.174785691940914,-147.21581309644452,0,0.0,0.5,0,0.19728868,0.1645732,-1
2025-10-16 04:01:30,37.789514,12.0,-132.79241765802368,1.174785691940914,-131.61763196608277,0,0.0,0.5,0,0.19668865,0.17748035,-1
2025-10-16 04:02:00,33.281377000000006,12.0,-180.6314502244486,1.174785691940914,-179.4566645325077,0,0.0,0.5,0,0.21520628,0.1482604,-1
2025-10-16 04:02:30,31.916557,11.904,-195.11452126406172,0.0,-195.11452126406172,0,0.0,0.5,0,0.2370356,0.19834845,-1
2025-10-16 04:03:00,35.623279999999994,12.0,-155.77985989247603,1.174785691940914,-154.6050742005351,0,0.0,0.5,0,0.18258929,1.1826797,-1
2025-10-16 04:03:30,37.32875,12.0,-137.68191059078862,1.174785691940914,-136.5071248988477,0,0.0,0.5,0,0.149627,1.1826797,-1
2025-10-16 04:04:00,34.195499,12.0,-170.93105466688564,1.174785691940914,-169.75626897494473,0,0.0,0.5,0,0.1953813,1.1826797,-1
2025-10-16 04:04:30,31.970271,12.0,-194.54452399129187,1.174785691940914,-193.36973829935096,0,0.0,0.5,0,0.21865135,1.1826797,-1
2025-10-16 04:05:00,34.859694000000005,12.0,-163.88281140465625,1.174785691940914,-162.70802571271534,0,0.0,0.5,0,0.16120821,1.1826797,-1
2025-10-16 04:05:30,37.528157,12.0,-135.5658617735115,1.174785691940914,-134.3910760815706,0,0.0,0.5,0,0.11006902,1.1826797,-1
2025-10-16 04:06:00,34.913444,12.0,-163.31243211040567,1.174785691940914,-162.13764641846475,0,0.0,0.5,0,0.14171019,1.1826797,-1
2025-10-16 04:06:30,31.974014999999994,12.0,-194.5047937572887,1.174785691940914,-193.33000806534778,0,0.0,0.5,0,0.17851219,1.1826797,-1
2025-10-16 04:07:00,34.001397,12.0,-172.9908083742837,1.174785691940914,-171.81602268234278,0,0.0,0.5,0,0.1637085,1.1826797,-1
2025-10-16 04:07:30,37.018962,12.0,-140.96929032673887,1.174785691940914,-139.79450463479796,0,0.0,0.5,0,0.124234095,0.1826438,-1
2025-10-16 04:08:00,35.521157,12.0,-156.8635593281366,1.174785691940914,-155.6887736361957,0,0.0,0.5,0,0.1940228,0.18469143,-1
2025-10-16 04:08:30,32.413264,12.0,-189.84361171784096,1.174785691940914,-188.66882602590005,0,0.0,0.5,0,0.2131595,0.18005697,-1
2025-10-16 04:09:00,33.510921,12.0,-178.19559636920255,1.174785691940914,-177.02081067726164,0,0.0,0.5,0,0.21250042,0.16222574,-1
2025-10-16 04:09:30,36.79972,12.0,-143.2958223682292,1.174785691940914,-142.1210366762883,0,0.0,0.5,0,0.18195999,0.1324645,-1
2025-10-16 04:10:00,36.11791,12.0,-150.53099086335575,1.174785691940914,-149.35620517141484,0,0.0,0.5,0,0.20692739,0.09773987,-1
2025-10-16 04:10:30,32.889968999999994,12.0,-184.78495755103603,1.174785691940914,-183.61017185909512,0,0.0,0.5,0,0.2186561,0.107792586,-1
2025-10-16 04:11:00,33.013993,12.0,-183.46885110284722,1.174785691940914,-182.2940654109063,0,0.0,0.5,0,0.20268305,0.12087403,-1
2025-10-16 04:11:30,36.723097,12.0,-144.10892325498955,1.174785691940914,-142.93413756304864,0,0.0,0.5,0,0.16047905,0.12490734,-1
2025-10-16 04:12:00,36.589326,12.0,-145.52846201910506,1.174785691940914,-144.35367632716415,0,0.0,0.5,0,0.1840276,0.116813794,-1
2025-10-16 04:12:30,32.6837,12.0,-186.97382390723672,1.174785691940914,-185.7990382152958,0,0.0,0.5,0,0.19982891,0.12726359,-1
2025-10-16 04:13:00,32.556971000000004,12.0,-188.3186350250245,1.174785691940914,-187.14384933308358,0,0.0,0.5,0,0.17317238,0.15161467,-1
2025-10-16 04:13:30,36.802467,12.0,-143.2666720069026,1.174785691940914,-142.0918863149617,0,0.0,0.5,0,0.13483347,0.1659735,-1
2025-10-16 04:14:00,36.835919,12.0,-142.9116891575766,1.174785691940914,-141.7369034656357,0,0.0,0.5,0,0.16224982,0.17428191,-1
2025-10-16 04:14:30,32.572359000000006,12.0,-188.15534206539786,1.174785691940914,-186.98055637345695,0,0.0,0.5,0,0.18885265,0.1900624,-1
2025-10-16 04:15:00,32.33717300000001,12.0,-190.6510671760516,1.174785691940914,-189.4762814841107,0,0.0,0.5,0,0.16109847,0.16325596,-1
2025-10-16 04:15:30,36.446141,12.0,-147.0478994004499,1.174785691940914,-145.87311370850898,0,0.0,0.5,0,0.12835221,0.14536972,-1
2025-10-16 04:16:00,36.788961,12.0,-143.40999373244955,1.174785691940914,-142.23520804050864,0,0.0,0.5,0,0.17555709,0.12768492,-1
2025-10-16 04:16:30,32.343920999999995,12.0,-190.57945937181725,1.174785691940914,-189.40467367987634,0,0.0,0.5,0,0.21402773,0.1302003,-1
